X;Y;Z
-38;17;-19
-38;18;-19
-38;18;-19
-39;19;-20
-40;20;-20
-41;21;-21
-42;21;-21
-42;22;-22
-43;23;-23
-44;24;-23
-45;24;-24
-46;25;-25
-47;26;-25
-48;26;-26
-49;27;-27
-50;28;-27
-51;28;-28
-51;28;-28
-52;29;-29
-52;29;-29
-52;29;-30
-53;29;-30
-53;30;-31
-53;29;-31
-53;29;-31
-54;29;-31
-54;29;-31
-54;28;-32
-54;28;-32
-54;27;-32
-53;27;-32
-53;26;-32
-53;26;-32
-53;25;-31
-53;25;-31
-53;25;-31
-53;24;-31
-52;23;-30
-52;23;-30
-52;22;-30
-52;22;-30
-51;22;-29
-51;21;-29
-51;21;-29
-51;21;-29
-50;21;-29
-50;21;-28
-50;21;-28
-50;21;-28
-50;21;-28
-49;22;-28
-49;22;-29
-49;23;-29
-49;23;-29
-49;24;-30
-49;25;-30
-49;26;-31
-49;27;-31
-49;28;-32
-49;29;-32
-49;30;-33
-49;31;-33
-50;32;-34
-50;33;-34
-51;34;-35
-51;35;-35
-52;36;-35
-53;37;-36
-54;38;-36
-55;39;-36
-56;40;-37
-56;40;-37
-57;41;-37
-58;41;-37
-60;42;-38
-61;42;-38
-62;42;-38
-62;43;-38
-64;43;-38
-65;43;-38
-66;43;-38
-67;43;-38
-68;42;-38
-69;42;-38
-70;42;-38
-71;42;-38
-72;42;-38
-73;42;-38
-73;42;-38
-74;41;-38
-74;41;-38
-75;41;-38
-75;41;-38
-75;40;-38
-75;40;-38
-75;39;-39
-75;39;-39
-75;39;-39
-75;39;-39
-75;38;-38
-74;38;-38
-74;38;-38
-74;38;-38
-74;38;-38
-73;38;-37
-73;38;-37
-73;38;-36
-73;39;-36
-73;39;-35
-73;39;-35
-72;39;-34
-72;39;-33
-72;40;-33
-72;40;-32
-72;40;-31
-72;41;-31
-72;41;-30
-72;42;-29
-72;42;-29
-73;43;-28
-73;43;-28
-73;44;-27
-74;44;-27
-74;45;-27
-75;45;-27
-75;45;-27
-75;45;-26
-75;44;-26
-76;44;-26
-76;43;-26
-76;42;-26
-75;41;-26
-75;40;-26
-75;39;-25
-74;37;-25
-74;36;-25
-73;34;-25
-72;33;-24
-71;31;-24
-70;29;-23
-69;28;-23
-67;26;-22
-65;25;-22
-64;23;-21
-62;22;-21
-60;21;-20
-58;20;-19
-56;19;-18
-54;18;-17
-52;18;-17
-50;17;-16
-47;17;-15
-45;17;-14
-43;16;-13
-41;16;-13
-39;16;-12
-37;16;-11
-35;16;-10
-34;16;-10
-32;15;-9
-31;15;-9
-29;15;-9
-28;15;-8
-27;15;-8
-27;14;-8
-26;14;-8
-25;14;-8
-25;14;-8
-24;14;-8
-24;14;-8
-24;14;-8
-24;14;-8
-24;15;-8
-24;15;-8
-24;15;-9
-24;16;-9
-25;16;-9
-25;17;-9
-26;17;-9
-26;18;-9
-27;18;-9
-27;19;-9
-28;19;-8
-29;20;-8
-29;20;-8
-30;21;-8
-31;21;-8
-32;21;-8
-32;21;-8
-33;21;-8
-34;21;-9
-34;21;-9
-35;21;-9
-35;21;-9
-35;21;-9
-36;20;-10
-36;20;-10
-36;20;-10
-35;19;-10
-35;19;-10
-35;19;-10
-34;19;-10
-33;19;-10
-32;19;-10
-32;19;-9
-31;19;-9
-30;19;-9
-28;20;-9
-27;20;-9
-26;20;-9
-24;21;-8
-23;21;-8
-22;22;-8
-21;22;-8
-19;23;-8
-18;23;-8
-17;24;-9
-15;24;-9
-14;25;-9
-13;25;-9
-12;26;-9
-11;26;-10
-11;27;-10
-10;27;-10
-10;27;-10
-9;28;-11
-9;28;-11
-9;28;-11
-9;28;-12
-9;28;-12
-9;28;-13
-9;28;-13
-10;28;-13
-10;28;-13
-10;28;-14
-11;28;-14
-11;27;-14
-12;27;-14
-12;27;-15
-13;27;-15
-13;27;-15
-14;27;-15
-14;27;-15
-14;27;-15
-15;27;-15
-15;27;-15
-15;27;-15
-15;27;-15
-15;27;-15
-15;26;-15
-15;26;-15
-15;26;-15
-15;26;-14
-15;26;-14
-15;26;-14
-15;26;-14
-15;25;-14
-15;25;-14
-15;24;-13
-15;24;-13
-15;23;-13
-15;23;-13
-14;22;-12
-14;21;-12
-14;21;-12
-14;20;-12
-14;19;-12
-14;19;-11
-13;18;-11
-13;18;-11
-13;17;-11
-13;17;-11
-13;17;-11
-13;16;-11
-13;16;-11
-13;15;-10
-12;15;-10
-12;15;-10
-12;14;-10
-12;14;-9
-12;14;-9
-12;14;-9
-11;13;-9
-11;13;-9
-10;13;-8
-10;13;-8
-10;12;-8
-9;12;-8
-9;11;-7
-9;11;-7
-8;11;-7
-8;10;-7
-8;10;-7
-8;9;-7
-7;9;-7
-7;9;-6
-7;8;-6
-7;8;-6
-7;8;-6
-7;8;-5
-6;8;-5
-7;8;-5
-7;8;-4
-7;8;-4
-7;7;-4
-7;7;-4
-8;7;-3
-8;6;-3
-9;6;-3
-9;5;-3
-9;5;-3
-10;4;-3
-10;4;-2
-10;3;-2
-11;3;-2
-11;2;-2
-11;2;-2
-11;1;-2
-11;1;-2
-11;0;-2
-11;0;-2
-10;-1;-2
-10;-1;-2
-10;-1;-2
-9;-1;-2
-9;-1;-2
-8;-2;-2
-8;-2;-2
-7;-2;-2
-7;-1;-2
-6;-1;-2
-6;-1;-2
-5;-1;-2
-5;-1;-1
-4;-1;-1
-4;-1;-1
-3;0;-1
-3;0;-1
-3;0;-1
-2;-1;-1
-2;-1;-1
-2;-1;-1
-2;-1;0
-2;-1;0
-2;-1;0
-2;-1;0
-2;-1;0
-2;-2;1
-2;-2;1
-2;-2;1
-2;-3;1
-2;-3;1
-2;-3;1
-2;-4;1
-2;-4;1
-2;-5;2
-2;-5;2
-2;-5;2
-2;-5;2
-2;-5;2
-2;-5;2
-2;-5;2
-2;-5;2
-2;-5;2
-2;-5;2
-2;-5;2
-2;-5;2
-2;-5;2
-2;-4;2
-2;-4;2
-2;-4;2
-2;-5;2
-2;-4;2
-1;-4;2
-1;-4;2
-1;-4;2
-1;-4;2
-1;-4;2
-1;-4;2
-1;-4;2
-1;-4;2
-1;-4;2
0;-4;2
0;-4;2
0;-4;1
0;-4;1
1;-4;1
1;-4;0
1;-4;0
2;-4;0
2;-4;-1
2;-3;-1
3;-3;-1
3;-3;-2
3;-3;-2
4;-3;-2
4;-3;-2
5;-3;-2
5;-3;-2
5;-4;-2
5;-4;-2
6;-4;-2
6;-5;-1
6;-5;-1
6;-6;-1
7;-6;0
7;-7;0
7;-8;1
8;-8;1
8;-9;2
8;-9;2
9;-9;2
9;-10;3
10;-10;3
10;-10;4
11;-10;4
11;-10;4
11;-10;5
12;-10;5
12;-10;5
13;-10;5
13;-9;5
13;-9;5
14;-8;4
14;-8;4
14;-7;4
14;-6;3
14;-5;3
14;-4;3
14;-3;2
13;-3;2
13;-2;1
12;-1;0
12;-1;0
11;-1;-1
10;0;-1
10;0;-2
9;0;-2
8;0;-2
7;-1;-3
6;-1;-3
5;-2;-3
4;-2;-3
4;-3;-3
3;-3;-3
2;-4;-2
2;-4;-2
2;-5;-2
1;-5;-1
1;-5;-1
1;-6;-1
1;-6;0
1;-6;0
2;-7;1
2;-7;1
3;-7;2
3;-7;2
4;-7;2
5;-8;3
6;-8;3
6;-8;3
7;-8;4
8;-8;4
9;-9;4
10;-9;4
11;-9;4
12;-10;5
13;-10;5
14;-11;5
15;-11;5
16;-12;6
17;-12;6
18;-12;6
18;-12;7
19;-12;7
19;-12;7
20;-12;7
20;-11;7
20;-11;7
20;-11;8
20;-10;8
20;-10;8
19;-10;8
19;-10;8
18;-9;8
18;-9;8
17;-9;8
16;-9;8
16;-9;8
15;-9;8
14;-10;8
13;-10;8
13;-10;8
12;-10;8
11;-10;8
10;-11;8
10;-11;8
9;-11;8
9;-12;8
9;-12;8
8;-12;8
8;-12;8
8;-13;7
8;-13;7
9;-13;7
9;-13;7
9;-13;7
10;-13;6
10;-13;6
11;-13;6
11;-13;6
12;-13;6
13;-13;6
13;-13;6
14;-13;6
15;-13;6
16;-13;7
16;-13;7
17;-13;7
18;-13;7
18;-13;7
19;-13;7
19;-13;8
20;-13;8
20;-13;8
21;-13;8
21;-13;9
21;-13;9
21;-13;9
21;-12;9
21;-12;9
22;-12;9
21;-11;9
21;-11;9
21;-10;9
21;-9;8
20;-9;8
20;-8;8
20;-7;7
19;-7;7
18;-6;6
18;-6;6
17;-5;5
16;-4;5
15;-4;4
14;-3;4
13;-3;3
12;-3;3
11;-2;2
10;-2;2
9;-2;2
8;-2;1
7;-2;1
6;-2;1
5;-2;1
4;-2;1
3;-2;1
2;-2;1
2;-2;1
1;-2;1
0;-3;1
0;-3;1
-1;-3;1
-1;-3;2
-1;-3;2
